Crop,District,Year,Month,Price_INR_per_Quintal
Maize,Bengaluru Urban,2022,10,2157.9
Maize,Bengaluru Urban,2022,11,1840.94
Maize,Bengaluru Urban,2022,12,1685.78
Maize,Bengaluru Urban,2023,1,1924.49
Maize,Bengaluru Urban,2023,2,1964.33
Maize,Bengaluru Urban,2023,3,2034.39
Maize,Bengaluru Urban,2023,4,2085.92
Maize,Bengaluru Urban,2023,5,2107.07
Maize,Bengaluru Urban,2023,6,1855.11
Maize,Bengaluru Urban,2023,7,1948.04
Maize,Bengaluru Urban,2023,8,2146.99
Maize,Bengaluru Urban,2023,9,1995.63
Maize,Bengaluru Urban,2023,10,2300.19
Maize,Bengaluru Urban,2023,11,1771.34
Maize,Bengaluru Urban,2023,12,1930.85
Maize,Bengaluru Urban,2024,1,2543.77
Maize,Bengaluru Urban,2024,2,2161.29
Maize,Bengaluru Urban,2024,3,1922.79
Maize,Bengaluru Urban,2024,4,2079.11
Maize,Bengaluru Urban,2024,5,2103.06
Maize,Bengaluru Urban,2024,6,2332.19
Maize,Bengaluru Urban,2024,7,2140.12
Maize,Bengaluru Urban,2024,8,1854.47
Maize,Bengaluru Urban,2024,9,2349.32
Maize,Bengaluru Urban,2024,10,1799.56
Maize,Bengaluru Urban,2024,11,2327.7
Maize,Bengaluru Urban,2024,12,1794.13
Maize,Bengaluru Urban,2025,1,2092.29
Maize,Bengaluru Urban,2025,2,2494.65
Maize,Bengaluru Urban,2025,3,2183.21
Maize,Bengaluru Urban,2025,4,2240.88
Maize,Bengaluru Urban,2025,5,2583.69
Maize,Bengaluru Urban,2025,6,2152.36
Maize,Bengaluru Urban,2025,7,2095.16
Maize,Bengaluru Urban,2025,8,2284.18
Maize,Bengaluru Urban,2025,9,2531.1
Maize,Bengaluru Urban,2025,10,2164.43
Maize,Bengaluru Urban,2025,11,2375.78
Maize,Bengaluru Urban,2025,12,2492.89
Maize,Mysuru,2010,1,1729.63
Maize,Mysuru,2010,2,1246.69
Maize,Mysuru,2010,3,1571.73
Maize,Mysuru,2010,4,1431.94
Maize,Mysuru,2010,5,1288.28
Maize,Mysuru,2010,6,1608.76
Maize,Mysuru,2010,7,1777.24
Maize,Mysuru,2010,8,1510.43
Maize,Mysuru,2010,9,1160.33
Maize,Mysuru,2010,10,1318.78
Maize,Mysuru,2010,11,1656.75
Maize,Mysuru,2010,12,1588.26
Maize,Mysuru,2011,1,1345.92
Maize,Mysuru,2011,2,1523.39
Maize,Mysuru,2011,3,1755.48
Maize,Mysuru,2011,4,1750.26
Maize,Mysuru,2011,5,1757.83
Maize,Mysuru,2011,6,1378.14
Maize,Mysuru,2011,7,1641.01
Maize,Mysuru,2011,8,1743.24
Maize,Mysuru,2011,9,1552.88
Maize,Mysuru,2011,10,1564.71
Maize,Mysuru,2011,11,1706.53
Maize,Mysuru,2011,12,1339.36
Maize,Mysuru,2012,1,1854.84
Maize,Mysuru,2012,2,1775.01
Maize,Mysuru,2012,3,1820.73
Maize,Mysuru,2012,4,1432.19
Maize,Mysuru,2012,5,1813.56
Maize,Mysuru,2012,6,1744.36
Maize,Mysuru,2012,7,1623.55
Maize,Mysuru,2012,8,1542.43
Maize,Mysuru,2012,9,1700.28
Maize,Mysuru,2012,10,1837.66
Maize,Mysuru,2012,11,1337.15
Maize,Mysuru,2012,12,1542.51
Maize,Mysuru,2013,1,1435.77
Maize,Mysuru,2013,2,1651.86
Maize,Mysuru,2013,3,2019.84
Maize,Mysuru,2013,4,1598.67
Maize,Mysuru,2013,5,1668.79
Maize,Mysuru,2013,6,1774.68
Maize,Mysuru,2013,7,1371.82
Maize,Mysuru,2013,8,1884.83
Maize,Mysuru,2013,9,1401.0
Maize,Mysuru,2013,10,1452.4
Maize,Mysuru,2013,11,1367.67
Maize,Mysuru,2013,12,1623.9
Maize,Mysuru,2014,1,1604.0
Maize,Mysuru,2014,2,1736.69
Maize,Mysuru,2014,3,1524.63
Maize,Mysuru,2014,4,1909.25
Maize,Mysuru,2014,5,2071.89
Maize,Mysuru,2014,6,2064.37
Maize,Mysuru,2014,7,1803.57
Maize,Mysuru,2014,8,1627.28
Maize,Mysuru,2014,9,1785.25
Maize,Mysuru,2014,10,1841.64
Maize,Mysuru,2014,11,1614.22
Maize,Mysuru,2014,12,1984.68
Maize,Mysuru,2015,1,2123.37
Maize,Mysuru,2015,2,2086.89
Maize,Mysuru,2015,3,2027.2
Maize,Mysuru,2015,4,1712.15
Maize,Mysuru,2015,5,1751.54
Maize,Mysuru,2015,6,1934.55
Maize,Mysuru,2015,7,1596.62
Maize,Mysuru,2015,8,1502.09
Maize,Mysuru,2015,9,1868.84
Maize,Mysuru,2015,10,1532.82
Maize,Mysuru,2015,11,1970.79
Maize,Mysuru,2015,12,1542.68
Maize,Mysuru,2016,1,1863.49
Maize,Mysuru,2016,2,2095.29
Maize,Mysuru,2016,3,2126.7
Maize,Mysuru,2016,4,2129.71
Maize,Mysuru,2016,5,1801.31
Maize,Mysuru,2016,6,1866.52
Maize,Mysuru,2016,7,2093.6
Maize,Mysuru,2016,8,1485.2
Maize,Mysuru,2016,9,1560.44
Maize,Mysuru,2016,10,1471.76
Maize,Mysuru,2016,11,1889.92
Maize,Mysuru,2016,12,1469.97
Maize,Mysuru,2017,1,1875.37
Maize,Mysuru,2017,2,1867.42
Maize,Mysuru,2017,3,1563.45
Maize,Mysuru,2017,4,1540.95
Maize,Mysuru,2017,5,1638.1
Maize,Mysuru,2017,6,1606.92
Maize,Mysuru,2017,7,1475.21
Maize,Mysuru,2017,8,2168.31
Maize,Mysuru,2017,9,1669.75
Maize,Mysuru,2017,10,1748.21
Maize,Mysuru,2017,11,1986.81
Maize,Mysuru,2017,12,1644.22
Maize,Mysuru,2018,1,2212.15
Maize,Mysuru,2018,2,1661.38
Maize,Mysuru,2018,3,2175.06
Maize,Mysuru,2018,4,2109.86
Maize,Mysuru,2018,5,1605.29
Maize,Mysuru,2018,6,1944.03
Maize,Mysuru,2018,7,1777.45
Maize,Mysuru,2018,8,1672.51
Maize,Mysuru,2018,9,2012.76
Maize,Mysuru,2018,10,1717.79
Maize,Mysuru,2018,11,1985.23
Maize,Mysuru,2018,12,2186.33
Maize,Mysuru,2019,1,1987.55
Maize,Mysuru,2019,2,2253.03
Maize,Mysuru,2019,3,1632.46
Maize,Mysuru,2019,4,1902.62
Maize,Mysuru,2019,5,1753.75
Maize,Mysuru,2019,6,1717.69
Maize,Mysuru,2019,7,1616.51
Maize,Mysuru,2019,8,2230.96
Maize,Mysuru,2019,9,1767.58
Maize,Mysuru,2019,10,1565.35
Maize,Mysuru,2019,11,2052.08
Maize,Mysuru,2019,12,1950.84
Maize,Mysuru,2020,1,2204.87
Maize,Mysuru,2020,2,2200.5
Maize,Mysuru,2020,3,2126.42
Maize,Mysuru,2020,4,2055.83
Maize,Mysuru,2020,5,1900.18
Maize,Mysuru,2020,6,1794.57
Maize,Mysuru,2020,7,1922.46
Maize,Mysuru,2020,8,2144.05
Maize,Mysuru,2020,9,2159.59
Maize,Mysuru,2020,10,1980.97
Maize,Mysuru,2020,11,2043.57
Maize,Mysuru,2020,12,2328.55
Maize,Mysuru,2021,1,2064.12
Maize,Mysuru,2021,2,2276.48
Maize,Mysuru,2021,3,2137.86
Maize,Mysuru,2021,4,1784.59
Maize,Mysuru,2021,5,1850.59
Maize,Mysuru,2021,6,2091.23
Maize,Mysuru,2021,7,2308.97
Maize,Mysuru,2021,8,2071.51
Maize,Mysuru,2021,9,1977.74
Maize,Mysuru,2021,10,2184.56
Maize,Mysuru,2021,11,2300.91
Maize,Mysuru,2021,12,1761.85
Maize,Mysuru,2022,1,2417.52
Maize,Mysuru,2022,2,1935.54
Maize,Mysuru,2022,3,2054.41
Maize,Mysuru,2022,4,2071.21
Maize,Mysuru,2022,5,2203.34
Maize,Mysuru,2022,6,1956.79
Maize,Mysuru,2022,7,1838.99
Maize,Mysuru,2022,8,1875.62
Maize,Mysuru,2022,9,2143.74
Maize,Mysuru,2022,10,2072.81
Maize,Mysuru,2022,11,2171.76
Maize,Mysuru,2022,12,2118.8
Maize,Mysuru,2023,1,2464.03
Maize,Mysuru,2023,2,2340.21
Maize,Mysuru,2023,3,2446.13
Maize,Mysuru,2023,4,2390.66
Maize,Mysuru,2023,5,2352.75
Maize,Mysuru,2023,6,2052.92
Maize,Mysuru,2023,7,2090.89
Maize,Mysuru,2023,8,2362.66
Maize,Mysuru,2023,9,2418.25
Maize,Mysuru,2023,10,2105.39
Maize,Mysuru,2023,11,2141.19
Maize,Mysuru,2023,12,2428.76
Maize,Mysuru,2024,1,2061.71
Maize,Mysuru,2024,2,1915.65
Maize,Mysuru,2024,3,2126.69
Maize,Mysuru,2024,4,2268.76
Maize,Mysuru,2024,5,2388.46
Maize,Mysuru,2024,6,1939.89
Maize,Mysuru,2024,7,1891.69
Maize,Mysuru,2024,8,2490.09
Maize,Mysuru,2024,9,2305.17
Maize,Mysuru,2024,10,2113.78
Maize,Mysuru,2024,11,2306.3
Maize,Mysuru,2024,12,2361.15
Maize,Mysuru,2025,1,2129.68
Maize,Mysuru,2025,2,2067.38
Maize,Mysuru,2025,3,2204.64
Maize,Mysuru,2025,4,2552.5
Maize,Mysuru,2025,5,2253.1
Maize,Mysuru,2025,6,2345.59
Maize,Mysuru,2025,7,2401.11
Maize,Mysuru,2025,8,2002.3
Maize,Mysuru,2025,9,1946.88
Maize,Mysuru,2025,10,2298.45
Maize,Mysuru,2025,11,2320.45
Maize,Mysuru,2025,12,2164.07
Maize,Mandya,2010,1,1502.51
Maize,Mandya,2010,2,1448.15
Maize,Mandya,2010,3,1349.98
Maize,Mandya,2010,4,1828.73
Maize,Mandya,2010,5,1511.26
Maize,Mandya,2010,6,1670.74
Maize,Mandya,2010,7,1646.76
Maize,Mandya,2010,8,1369.59
Maize,Mandya,2010,9,1586.63
Maize,Mandya,2010,10,1809.22
Maize,Mandya,2010,11,1267.25
Maize,Mandya,2010,12,1665.84
Maize,Mandya,2011,1,1654.75
Maize,Mandya,2011,2,1646.72
Maize,Mandya,2011,3,1701.68
Maize,Mandya,2011,4,1316.9
Maize,Mandya,2011,5,1722.97
Maize,Mandya,2011,6,1557.48
Maize,Mandya,2011,7,1632.98
Maize,Mandya,2011,8,1540.46
Maize,Mandya,2011,9,1291.39
Maize,Mandya,2011,10,1368.18
Maize,Mandya,2011,11,1548.69
Maize,Mandya,2011,12,1469.62
Maize,Mandya,2012,1,1714.18
Maize,Mandya,2012,2,1838.22
Maize,Mandya,2012,3,1476.73
Maize,Mandya,2012,4,1888.31
Maize,Mandya,2012,5,1841.22
Maize,Mandya,2012,6,1642.69
Maize,Mandya,2012,7,1550.0
Maize,Mandya,2012,8,1823.9
Maize,Mandya,2012,9,1484.24
Maize,Mandya,2012,10,1872.98
Maize,Mandya,2012,11,1538.03
Maize,Mandya,2012,12,1381.18
Maize,Mandya,2013,1,1435.24
Maize,Mandya,2013,2,1791.56
Maize,Mandya,2013,3,1365.54
Maize,Mandya,2013,4,1906.16
Maize,Mandya,2013,5,2026.95
Maize,Mandya,2013,6,1780.51
Maize,Mandya,2013,7,1789.58
Maize,Mandya,2013,8,1369.71
Maize,Mandya,2013,9,1386.66
Maize,Mandya,2013,10,1916.2
Maize,Mandya,2013,11,2002.08
Maize,Mandya,2013,12,1530.76
Maize,Mandya,2014,1,2093.66
Maize,Mandya,2014,2,1974.29
Maize,Mandya,2014,3,1649.35
Maize,Mandya,2014,4,1814.02
Maize,Mandya,2014,5,1493.35
Maize,Mandya,2014,6,1617.87
Maize,Mandya,2014,7,1994.84
Maize,Mandya,2014,8,1579.61
Maize,Mandya,2014,9,1838.04
Maize,Mandya,2014,10,1510.91
Maize,Mandya,2014,11,1389.95
Maize,Mandya,2014,12,1722.15
Maize,Mandya,2015,1,1813.79
Maize,Mandya,2015,2,1902.57
Maize,Mandya,2015,3,1653.4
Maize,Mandya,2015,4,1709.44
Maize,Mandya,2015,5,1571.64
Maize,Mandya,2015,6,2029.06
Maize,Mandya,2015,7,1640.16
Maize,Mandya,2015,8,1746.69
Maize,Mandya,2015,9,1433.73
Maize,Mandya,2015,10,1533.0
Maize,Mandya,2015,11,1560.27
Maize,Mandya,2015,12,1832.83
Maize,Mandya,2016,1,1773.37
Maize,Mandya,2016,2,1603.38
Maize,Mandya,2016,3,1736.68
Maize,Mandya,2016,4,1772.02
Maize,Mandya,2016,5,1982.63
Maize,Mandya,2016,6,1834.49
Maize,Mandya,2016,7,1456.48
Maize,Mandya,2016,8,2007.23
Maize,Mandya,2016,9,2050.05
Maize,Mandya,2016,10,1970.19
Maize,Mandya,2016,11,1511.33
Maize,Mandya,2016,12,1536.04
Maize,Mandya,2017,1,2205.98
Maize,Mandya,2017,2,2039.1
Maize,Mandya,2017,3,1535.7
Maize,Mandya,2017,4,1845.92
Maize,Mandya,2017,5,2013.28
Maize,Mandya,2017,6,1604.68
Maize,Mandya,2017,7,2100.36
Maize,Mandya,2017,8,2082.03
Maize,Mandya,2017,9,1734.2
Maize,Mandya,2017,10,2095.43
Maize,Mandya,2017,11,2151.14
Maize,Mandya,2017,12,1767.4
Maize,Mandya,2018,1,1731.64
Maize,Mandya,2018,2,1623.76
Maize,Mandya,2018,3,1724.9
Maize,Mandya,2018,4,2050.8
Maize,Mandya,2018,5,1922.58
Maize,Mandya,2018,6,2088.57
Maize,Mandya,2018,7,1573.62
Maize,Mandya,2018,8,1540.75
Maize,Mandya,2018,9,1897.38
Maize,Mandya,2018,10,2054.04
Maize,Mandya,2018,11,2066.32
Maize,Mandya,2018,12,1944.72
Maize,Mandya,2019,1,2135.14
Maize,Mandya,2019,2,2108.89
Maize,Mandya,2019,3,1629.61
Maize,Mandya,2019,4,2329.01
Maize,Mandya,2019,5,2003.47
Maize,Mandya,2019,6,1981.02
Maize,Mandya,2019,7,2188.1
Maize,Mandya,2019,8,2166.67
Maize,Mandya,2019,9,1559.65
Maize,Mandya,2019,10,2095.64
Maize,Mandya,2019,11,1983.86
Maize,Mandya,2019,12,1947.3
Maize,Mandya,2020,1,2245.15
Maize,Mandya,2020,2,1935.05
Maize,Mandya,2020,3,1735.95
Maize,Mandya,2020,4,1790.07
Maize,Mandya,2020,5,1831.7
Maize,Mandya,2020,6,2203.51
Maize,Mandya,2020,7,2162.69
Maize,Mandya,2020,8,1691.17
Maize,Mandya,2020,9,2046.1
Maize,Mandya,2020,10,1745.4
Maize,Mandya,2020,11,2124.45
Maize,Mandya,2020,12,1788.54
Maize,Mandya,2021,1,1921.18
Maize,Mandya,2021,2,2378.54
Maize,Mandya,2021,3,2281.1
Maize,Mandya,2021,4,1970.47
Maize,Mandya,2021,5,2266.31
Maize,Mandya,2021,6,1882.18
Maize,Mandya,2021,7,1861.62
Maize,Mandya,2021,8,2084.88
Maize,Mandya,2021,9,1882.24
Maize,Mandya,2021,10,2081.85
Maize,Mandya,2021,11,2222.31
Maize,Mandya,2021,12,1795.36
Maize,Mandya,2022,1,1768.4
Maize,Mandya,2022,2,2208.39
Maize,Mandya,2022,3,2449.4
Maize,Mandya,2022,4,2245.12
Maize,Mandya,2022,5,1930.97
Maize,Mandya,2022,6,1929.05
Maize,Mandya,2022,7,2014.27
Maize,Mandya,2022,8,1753.51
Maize,Mandya,2022,9,1736.59
Maize,Mandya,2022,10,2167.53
Maize,Mandya,2022,11,2059.23
Maize,Mandya,2022,12,1767.5
Maize,Mandya,2023,1,1874.66
Maize,Mandya,2023,2,2028.64
Maize,Mandya,2023,3,2148.11
Maize,Mandya,2023,4,2252.77
Maize,Mandya,2023,5,2104.73
Maize,Mandya,2023,6,2110.73
Maize,Mandya,2023,7,2148.63
Maize,Mandya,2023,8,2196.43
Maize,Mandya,2023,9,2113.98
Maize,Mandya,2023,10,1959.17
Maize,Mandya,2023,11,2246.06
Maize,Mandya,2023,12,1916.5
Maize,Mandya,2024,1,1817.6
Maize,Mandya,2024,2,2273.83
Maize,Mandya,2024,3,2607.46
Maize,Mandya,2024,4,2047.68
Maize,Mandya,2024,5,2173.03
Maize,Mandya,2024,6,1838.18
Maize,Mandya,2024,7,2172.76
Maize,Mandya,2024,8,2447.92
Maize,Mandya,2024,9,2251.42
Maize,Mandya,2024,10,1895.67
Maize,Mandya,2024,11,1986.88
Maize,Mandya,2024,12,1836.04
Maize,Mandya,2025,1,2334.81
Maize,Mandya,2025,2,2506.94
Maize,Mandya,2025,3,2325.06
Maize,Mandya,2025,4,2558.56
Maize,Mandya,2025,5,2199.81
Maize,Mandya,2025,6,2073.68
Maize,Mandya,2025,7,2512.12
Maize,Mandya,2025,8,2431.44
Maize,Mandya,2025,9,2404.87
Maize,Mandya,2025,10,2140.56
Maize,Mandya,2025,11,2514.65
Maize,Mandya,2025,12,2222.51
Maize,Hassan,2010,1,1203.73
Maize,Hassan,2010,2,1683.92
Maize,Hassan,2010,3,1543.41
Maize,Hassan,2010,4,1261.98
Maize,Hassan,2010,5,1612.44
Maize,Hassan,2010,6,1550.29
Maize,Hassan,2010,7,1810.38
Maize,Hassan,2010,8,1572.65
Maize,Hassan,2010,9,1674.51
Maize,Hassan,2010,10,1515.66
Maize,Hassan,2010,11,1612.64
Maize,Hassan,2010,12,1231.63
Maize,Hassan,2011,1,1658.31
Maize,Hassan,2011,2,1595.11
Maize,Hassan,2011,3,1652.31
Maize,Hassan,2011,4,1640.53
Maize,Hassan,2011,5,1722.82
Maize,Hassan,2011,6,1316.62
Maize,Hassan,2011,7,1341.8
Maize,Hassan,2011,8,1300.06
Maize,Hassan,2011,9,1513.96
Maize,Hassan,2011,10,1669.07
Maize,Hassan,2011,11,1400.79
Maize,Hassan,2011,12,1361.47
Maize,Hassan,2012,1,1564.95
Maize,Hassan,2012,2,1729.72
Maize,Hassan,2012,3,1684.13
Maize,Hassan,2012,4,1630.99
Maize,Hassan,2012,5,1657.24
Maize,Hassan,2012,6,1934.67
Maize,Hassan,2012,7,1734.12
Maize,Hassan,2012,8,1584.3
Maize,Hassan,2012,9,1868.27
Maize,Hassan,2012,10,1900.88
Maize,Hassan,2012,11,1670.31
Maize,Hassan,2012,12,1828.12
Maize,Hassan,2013,1,1941.62
Maize,Hassan,2013,2,1936.83
Maize,Hassan,2013,3,1595.39
Maize,Hassan,2013,4,1324.23
Maize,Hassan,2013,5,1918.74
Maize,Hassan,2013,6,1440.2
Maize,Hassan,2013,7,1570.77
Maize,Hassan,2013,8,1737.35
Maize,Hassan,2013,9,1368.29
Maize,Hassan,2013,10,1651.22
Maize,Hassan,2013,11,1891.61
Maize,Hassan,2013,12,1884.12
Maize,Hassan,2014,1,1615.66
Maize,Hassan,2014,2,1877.03
Maize,Hassan,2014,3,1979.69
Maize,Hassan,2014,4,2002.2
Maize,Hassan,2014,5,1584.41
Maize,Hassan,2014,6,1870.45
Maize,Hassan,2014,7,1529.27
Maize,Hassan,2014,8,1608.05
Maize,Hassan,2014,9,1479.75
Maize,Hassan,2014,10,1641.29
Maize,Hassan,2014,11,1625.68
Maize,Hassan,2014,12,1842.55
Maize,Hassan,2015,1,1827.35
Maize,Hassan,2015,2,2107.33
Maize,Hassan,2015,3,1800.75
Maize,Hassan,2015,4,2134.46
Maize,Hassan,2015,5,1463.43
Maize,Hassan,2015,6,1589.58
Maize,Hassan,2015,7,1849.22
Maize,Hassan,2015,8,1599.08
Maize,Hassan,2015,9,1483.62
Maize,Hassan,2015,10,1961.94
Maize,Hassan,2015,11,1823.91
Maize,Hassan,2015,12,2000.73
Maize,Hassan,2016,1,1733.17
Maize,Hassan,2016,2,1733.04
Maize,Hassan,2016,3,1603.99
Maize,Hassan,2016,4,2009.45
Maize,Hassan,2016,5,1546.17
Maize,Hassan,2016,6,1940.27
Maize,Hassan,2016,7,1928.79
Maize,Hassan,2016,8,2052.2
Maize,Hassan,2016,9,1475.28
Maize,Hassan,2016,10,1776.07
Maize,Hassan,2016,11,1656.4
Maize,Hassan,2016,12,1770.66
Maize,Hassan,2017,1,1724.52
Maize,Hassan,2017,2,1867.31
Maize,Hassan,2017,3,2236.68
Maize,Hassan,2017,4,1997.69
Maize,Hassan,2017,5,1873.53
Maize,Hassan,2017,6,1841.23
Maize,Hassan,2017,7,1911.11
Maize,Hassan,2017,8,1856.45
Maize,Hassan,2017,9,1537.82
Maize,Hassan,2017,10,1723.52
Maize,Hassan,2017,11,1956.46
Maize,Hassan,2017,12,2077.93
Maize,Hassan,2018,1,1873.57
Maize,Hassan,2018,2,1803.56
Maize,Hassan,2018,3,1950.89
Maize,Hassan,2018,4,1742.58
Maize,Hassan,2018,5,1873.59
Maize,Hassan,2018,6,1640.53
Maize,Hassan,2018,7,1664.38
Maize,Hassan,2018,8,1608.17
Maize,Hassan,2018,9,1726.16
Maize,Hassan,2018,10,1959.01
Maize,Hassan,2018,11,1915.4
Maize,Hassan,2018,12,1718.56
Maize,Hassan,2019,1,2041.63
Maize,Hassan,2019,2,2004.79
Maize,Hassan,2019,3,2273.75
Maize,Hassan,2019,4,1812.53
Maize,Hassan,2019,5,1672.11
Maize,Hassan,2019,6,1871.17
Maize,Hassan,2019,7,2108.72
Maize,Hassan,2019,8,1796.16
Maize,Hassan,2019,9,2048.69
Maize,Hassan,2019,10,1987.33
Maize,Hassan,2019,11,1959.62
Maize,Hassan,2019,12,1727.9
Maize,Hassan,2020,1,1926.01
Maize,Hassan,2020,2,2157.5
Maize,Hassan,2020,3,2310.38
Maize,Hassan,2020,4,1852.53
Maize,Hassan,2020,5,2305.75
Maize,Hassan,2020,6,1770.84
Maize,Hassan,2020,7,1935.56
Maize,Hassan,2020,8,1904.31
Maize,Hassan,2020,9,1793.21
Maize,Hassan,2020,10,2080.79
Maize,Hassan,2020,11,1903.02
Maize,Hassan,2020,12,1721.79
Maize,Hassan,2021,1,2281.81
Maize,Hassan,2021,2,1841.2
Maize,Hassan,2021,3,2252.51
Maize,Hassan,2021,4,1831.05
Maize,Hassan,2021,5,1781.32
Maize,Hassan,2021,6,1835.41
Maize,Hassan,2021,7,2088.14
Maize,Hassan,2021,8,2285.78
Maize,Hassan,2021,9,1954.95
Maize,Hassan,2021,10,2186.24
Maize,Hassan,2021,11,2105.55
Maize,Hassan,2021,12,1923.66
Maize,Hassan,2022,1,2216.8
Maize,Hassan,2022,2,2337.53
Maize,Hassan,2022,3,2072.74
Maize,Hassan,2022,4,1796.59
Maize,Hassan,2022,5,2399.56
Maize,Hassan,2022,6,1926.63
Maize,Hassan,2022,7,2206.7
Maize,Hassan,2022,8,2228.55
Maize,Hassan,2022,9,1824.7
Maize,Hassan,2022,10,1896.97
Maize,Hassan,2022,11,2234.3
Maize,Hassan,2022,12,2414.16
Maize,Hassan,2023,1,2353.27
Maize,Hassan,2023,2,2261.32
Maize,Hassan,2023,3,2091.55
Maize,Hassan,2023,4,1858.03
Maize,Hassan,2023,5,2254.49
Maize,Hassan,2023,6,2144.07
Maize,Hassan,2023,7,2266.11
Maize,Hassan,2023,8,2320.55
Maize,Hassan,2023,9,2005.35
Maize,Hassan,2023,10,2110.62
Maize,Hassan,2023,11,2056.83
Maize,Hassan,2023,12,2174.25
Maize,Hassan,2024,1,2436.04
Maize,Hassan,2024,2,2309.6
Maize,Hassan,2024,3,1973.62
Maize,Hassan,2024,4,2247.47
Maize,Hassan,2024,5,2065.65
Maize,Hassan,2024,6,2510.13
Maize,Hassan,2024,7,2392.66
Maize,Hassan,2024,8,2355.92
Maize,Hassan,2024,9,2143.62
Maize,Hassan,2024,10,2191.77
Maize,Hassan,2024,11,2043.56
Maize,Hassan,2024,12,2309.61
Maize,Hassan,2025,1,2338.24
Maize,Hassan,2025,2,2008.44
Maize,Hassan,2025,3,2095.21
Maize,Hassan,2025,4,2423.09
Maize,Hassan,2025,5,2383.29
Maize,Hassan,2025,6,2194.16
Maize,Hassan,2025,7,2365.59
Maize,Hassan,2025,8,1915.15
Maize,Hassan,2025,9,2180.26
Maize,Hassan,2025,10,2422.79
Maize,Hassan,2025,11,2179.48
Maize,Hassan,2025,12,1874.49
Maize,Tumakuru,2010,1,1242.52
Maize,Tumakuru,2010,2,1649.81
Maize,Tumakuru,2010,3,1827.78
Maize,Tumakuru,2010,4,1742.56
Maize,Tumakuru,2010,5,1841.79
Maize,Tumakuru,2010,6,1504.03
Maize,Tumakuru,2010,7,1257.26
Maize,Tumakuru,2010,8,1344.02
Maize,Tumakuru,2010,9,1772.35
Maize,Tumakuru,2010,10,1454.94
Maize,Tumakuru,2010,11,1336.01
Maize,Tumakuru,2010,12,1622.45
Maize,Tumakuru,2011,1,1492.36
Maize,Tumakuru,2011,2,1512.66
Maize,Tumakuru,2011,3,1929.16
Maize,Tumakuru,2011,4,1303.29
Maize,Tumakuru,2011,5,1594.98
Maize,Tumakuru,2011,6,1961.3
Maize,Tumakuru,2011,7,1642.37
Maize,Tumakuru,2011,8,1805.16
Maize,Tumakuru,2011,9,1353.98
Maize,Tumakuru,2011,10,1890.77
Maize,Tumakuru,2011,11,1547.6
Maize,Tumakuru,2011,12,1284.99
Maize,Tumakuru,2012,1,1859.52
Maize,Tumakuru,2012,2,1792.69
Maize,Tumakuru,2012,3,1982.21
Maize,Tumakuru,2012,4,1616.08
Maize,Tumakuru,2012,5,1757.27
Maize,Tumakuru,2012,6,1537.02
Maize,Tumakuru,2012,7,1601.27
Maize,Tumakuru,2012,8,1487.1
Maize,Tumakuru,2012,9,1425.0
Maize,Tumakuru,2012,10,1546.03
Maize,Tumakuru,2012,11,1856.96
Maize,Tumakuru,2012,12,1625.98
Maize,Tumakuru,2013,1,1603.26
Maize,Tumakuru,2013,2,1600.33
Maize,Tumakuru,2013,3,1620.77
Maize,Tumakuru,2013,4,1581.15
Maize,Tumakuru,2013,5,1749.04
Maize,Tumakuru,2013,6,1534.91
Maize,Tumakuru,2013,7,1404.47
Maize,Tumakuru,2013,8,1326.55
Maize,Tumakuru,2013,9,1370.12
Maize,Tumakuru,2013,10,2003.22
Maize,Tumakuru,2013,11,1691.73
Maize,Tumakuru,2013,12,1715.93
Maize,Tumakuru,2014,1,1413.02
Maize,Tumakuru,2014,2,1651.18
Maize,Tumakuru,2014,3,1447.96
Maize,Tumakuru,2014,4,1843.12
Maize,Tumakuru,2014,5,1534.22
Maize,Tumakuru,2014,6,1997.2
Maize,Tumakuru,2014,7,1781.24
Maize,Tumakuru,2014,8,1588.74
Maize,Tumakuru,2014,9,1684.6
Maize,Tumakuru,2014,10,2069.39
Maize,Tumakuru,2014,11,1784.35
Maize,Tumakuru,2014,12,1988.09
Maize,Tumakuru,2015,1,1895.54
Maize,Tumakuru,2015,2,1640.66
Maize,Tumakuru,2015,3,2128.43
Maize,Tumakuru,2015,4,2080.66
Maize,Tumakuru,2015,5,2110.81
Maize,Tumakuru,2015,6,1919.43
Maize,Tumakuru,2015,7,1718.01
Maize,Tumakuru,2015,8,2053.98
Maize,Tumakuru,2015,9,1461.72
Maize,Tumakuru,2015,10,2038.17
Maize,Tumakuru,2015,11,1675.46
Maize,Tumakuru,2015,12,2011.13
Maize,Tumakuru,2016,1,1811.61
Maize,Tumakuru,2016,2,1774.33
Maize,Tumakuru,2016,3,1544.69
Maize,Tumakuru,2016,4,1984.6
Maize,Tumakuru,2016,5,1573.45
Maize,Tumakuru,2016,6,1660.11
Maize,Tumakuru,2016,7,2009.63
Maize,Tumakuru,2016,8,1568.66
Maize,Tumakuru,2016,9,1879.47
Maize,Tumakuru,2016,10,2024.5
Maize,Tumakuru,2016,11,1649.77
Maize,Tumakuru,2016,12,2092.73
Maize,Tumakuru,2017,1,2141.26
Maize,Tumakuru,2017,2,2046.39
Maize,Tumakuru,2017,3,2075.26
Maize,Tumakuru,2017,4,1582.52
Maize,Tumakuru,2017,5,1953.57
Maize,Tumakuru,2017,6,2197.46
